Title,Category,Img,Country,URL,Domain
Idaho PressTribune,center-left,leftcenter09.png,USA,https://www.idahopress.com/,idahopress.com
If Americans Knew,center-left,leftcenter03.png,USA,http://ifamericaknew.org/,ifamericaknew.org
Independent Australia,center-left,leftcenter03.png,Australia,https://independentaustralia.net/,independentaustralia.net
iNews,center-left,leftcenter05.png,United Kingdom,https://inews.co.uk/,inews.co.uk
Infobae,center-left,leftcenter10.png,Argentina,https://www.infobae.com/,infobae.com
Inquisitr,center-left,leftcenter04.png,USA,https://www.inquisitr.com/news/,inquisitr.com
Inside Edition,center-left,leftcenter09.png,USA,https://www.insideedition.com,insideedition.com
Inside Philanthropy,center-left,leftcenter05.png,USA,https://www.insidephilanthropy.com,insidephilanthropy.com
Insider,center-left,leftcenter04.png,USA,https://www.insider.com/,insider.com
InsideClimate News,center-left,leftcenter04.png,USA,https://insideclimatenews.org/,insideclimatenews.org
Institute for Middle East Understanding (IMEU),center-left,leftcenter06.png,USA,https://imeu.org,imeu.org
Institute on Taxation and Economic Policy (ITEP),center-left,leftcenter07.png,NA,https://itep.org/,itep.org
International Business Times,center-left,leftcenter07.png,USA,https://www.ibtimes.com/,ibtimes.com
International Center for Research on Women,center-left,leftcenter07.png,USA,https://www.icrw.org/,icrw.org
International Crisis Group,center-left,leftcenter07.png,Belgium,https://www.crisisgroup.org/,crisisgroup.org
(The) Interpreter Magazine,center-left,leftcenter10.png,USA,http://www.interpretermag.com/,interpretermag.com
Inverse,center-left,leftcenter06.png,NA,https://www.inverse.com,inverse.com
iPolitics,center-left,leftcenter08.png,Canada,https://ipolitics.ca/,ipolitics.ca
The New Humanitarian,center-left,leftcenter08.png,Switzerland,https://www.thenewhumanitarian.org/,thenewhumanitarian.org
Jackson Free Press,center-left,leftcenter05.png,USA,http://www.jacksonfreepress.com,jacksonfreepress.com
Japan Today,center-left,leftcenter05.png,Japan,https://www.japantoday.com/,japantoday.com
Jihadica,center-left,leftcenter09.png,USA,http://www.jihadica.com/,jihadica.com
Joint Center for Political and Economic Studies,center-left,leftcenter06.png,USA,https://jointcenter.org/,jointcenter.org
Journal of Politics and Society,center-left,leftcenter10.png,USA,http://www.helvidius.org/,helvidius.org
JStor Daily,center-left,leftcenter06.png,USA,http://daily.jstor.org/,daily.jstor.org
Just Security,center-left,leftcenter04.png,USA,https://www.justsecurity.org/,justsecurity.org
Kansas City Star,center-left,leftcenter07.png,USA,https://www.kansascity.com,kansascity.com
KCNCTV – CBS Denver,center-left,leftcenter09.png,USA,https://denver.cbslocal.com/,denver.cbslocal.com
Kenosha News,center-left,leftcenter09.png,USA,https://www.kenoshanews.com/,kenoshanews.com
Knight Foundation,center-left,leftcenter10.png,USA,https://www.knightfoundation.org/,knightfoundation.org
KOCO News 5,center-left,leftcenter11.png,NA,http://www.koco.com/,koco.com
Kotaku,center-left,leftcenter05.png,USA,https://kotaku.com,kotaku.com
KOVR – CBS Sacramento,center-left,leftcenter09.png,USA,https://sacramento.cbslocal.com/,sacramento.cbslocal.com
KQED,center-left,leftcenter06.png,USA,https://www.kqed.org/,kqed.org
KUOW NPR,center-left,leftcenter08.png,USA,https://kuow.org/,kuow.org
Kurdistan 24,center-left,leftcenter03.png,NA,http://www.kurdistan24.net,kurdistan24.net
Kyiv Post,center-left,leftcenter03.png,Ukraine,https://www.kyivpost.com/,kyivpost.com
Laconia Daily Sun,center-left,leftcenter10.png,USA,https://www.laconiadailysun.com/,laconiadailysun.com
La Presse,center-left,leftcenter02.png,Canada,http://www.lapresse.ca/,lapresse.ca
La Repubblica,center-left,leftcenter07.png,Italy,https://www.repubblica.it/,repubblica.it
La Stampa,center-left,leftcenter09.png,Italy,https://www.lastampa.it/,lastampa.it
LA Times (Los Angeles Times),center-left,leftcenter05.png,USA,https://www.latimes.com/,latimes.com
Las Vegas Sun,center-left,leftcenter03.png,USA,https://lasvegassun.com,lasvegassun.com
Latin Times,center-left,leftcenter10.png,NA,http://www.latintimes.com/,latintimes.com
Page not found (404),center-left,breaker.png,NA,NA,NA
Leavenworth Times,center-left,leftcenter10.png,USA,https://www.leavenworthtimes.com/,leavenworthtimes.com
Left Justified,center-left,leftcenter09.png,USA,http://www.leftjustified.com/,leftjustified.com
Lethbridge Herald,center-left,leftcenter06.png,NA,https://lethbridgeherald.com/,lethbridgeherald.com
Lexington Herald Leader,center-left,leftcenter08.png,USA,http://www.kentucky.com/,kentucky.com
Liberal Mountain,center-left,leftcenter02.png,NA,http://www.liberalmountain.com/,liberalmountain.com
Lifehacker,center-left,leftcenter08.png,NA,https://lifehacker.com/,lifehacker.com
Los Angeles Magazine,center-left,leftcenter01.png,USA,https://www.lamag.com/,lamag.com
Maclean’s Magazine,center-left,leftcenter07.png,Canada,https://www.macleans.ca,macleans.ca
Maine Beacon,center-left,leftcenter09.png,NA,http://mainebeacon.com/,mainebeacon.com
Mainichi Shimbun,center-left,leftcenter06.png,Japan,https://mainichi.jp,mainichi.jp
Malaysiakini,center-left,leftcenter03.png,Malaysia,https://www.malaysiakini.com/,malaysiakini.com
Manila Bulletin,center-left,leftcenter02.png,Philippines,https://mb.com.ph,mb.com.ph
Maplight,center-left,leftcenter06.png,USA,http://maplight.org/,maplight.org
McClatchyDC,center-left,leftcenter07.png,USA,http://www.mcclatchydc.com/,mcclatchydc.com
MediaFile,center-left,leftcenter06.png,NA,http://www.mediafiledc.com,mediafiledc.com
Medium,center-left,leftcenter07.png,USA,https://medium.com/,medium.com
Metro (Philadelphia),center-left,leftcenter08.png,USA,https://www.metro.us/,metro.us
Metro UK,center-left,leftcenter04.png,United Kingdom,http://metro.co.uk/,metro.co.uk
New Haven Register,center-left,leftcenter09.png,USA,https://www.nhregister.com/,nhregister.com
Mexico Daily News,center-left,leftcenter05.png,Mexico,http://mexiconewsdaily.com/,mexiconewsdaily.com
Miami Herald,center-left,leftcenter05.png,USA,https://www.miamiherald.com,miamiherald.com
Mic,center-left,leftcenter05.png,USA,https://mic.com/,mic.com
Middle East Eye,center-left,leftcenter05.png,United Kingdom,https://www.middleeasteye.net/,middleeasteye.net
Migration Policy Institute,center-left,leftcenter08.png,USA,https://www.migrationpolicy.org,migrationpolicy.org
Milwaukee JournalSentinel,center-left,leftcenter09.png,USA,https://www.jsonline.com/,jsonline.com
Minneapolis Star Tribune,center-left,leftcenter06.png,USA,http://www.startribune.com/,startribune.com
Minnesota Public Radio (MPR),center-left,leftcenter07.png,USA,https://www.mprnews.org/,mprnews.org
MinnPost,center-left,leftcenter07.png,USA,https://www.minnpost.com,minnpost.com
Mint Press News,center-left,leftcenter04.png,USA,http://www.mintpressnews.com/,mintpressnews.com
Mongabay,center-left,leftcenter06.png,NA,https://news.mongabay.com,news.mongabay.com
Moscow Times,center-left,leftcenter04.png,Netherlands,https://themoscowtimes.com/,themoscowtimes.com
Mother Jones,center-left,leftcenter01.png,USA,https://www.motherjones.com/,motherjones.com
Mother Nature Network,center-left,leftcenter03.png,NA,https://www.mnn.com,mnn.com
Mothership,center-left,leftcenter03.png,Singapore,NA,NA
MSN.com (MSN News),center-left,leftcenter09.png,USA,https://www.msn.com/,msn.com
Muncie Voice,center-left,leftcenter03.png,USA,http://www.muncievoice.com/,muncievoice.com
MWC News – Media With Conscience,center-left,leftcenter06.png,Belize,http://mwcnews.net/,mwcnews.net
MyCentralJersey.com,center-left,leftcenter10.png,USA,https://www.mycentraljersey.com/,mycentraljersey.com
Naked Capitalism,center-left,leftcenter06.png,USA,http://www.nakedcapitalism.com/,nakedcapitalism.com
Naples Daily News,center-left,leftcenter10.png,USA,https://www.naplesnews.com,naplesnews.com
National Center for Transgender Equality (NCTE),center-left,leftcenter03.png,USA,https://transequality.org,transequality.org
National Monitor,center-left,leftcenter03.png,NA,http://natmonitor.com/,natmonitor.com
National Newswatch,center-left,leftcenter10.png,NA,http://www.nationalnewswatch.com/,nationalnewswatch.com
National Observer (Canada),center-left,leftcenter03.png,Canada,https://www.nationalobserver.com/,nationalobserver.com
National Youth Rights Association,center-left,leftcenter10.png,NA,http://www.youthrights.org/,youthrights.org
Natural Resource Governance Institute,center-left,leftcenter07.png,USA,https://resourcegovernance.org/,resourcegovernance.org
Nature Conservancy,center-left,leftcenter09.png,USA,https://www.nature.org,nature.org
NBC Los Angeles – KNBC,center-left,leftcenter09.png,USA,https://www.nbclosangeles.com/,nbclosangeles.com
NBC News,center-left,leftcenter04.png,USA,http://www.nbcnews.com/,nbcnews.com
NBCNewYork.com,center-left,leftcenter11.png,USA,https://www.nbcnewyork.com,nbcnewyork.com
NDTV,center-left,leftcenter03.png,India,https://www.ndtv.com/,ndtv.com
New America,center-left,leftcenter08.png,USA,https://www.newamerica.org/,newamerica.org
New England Cable News (NECN),center-left,leftcenter09.png,NA,http://www.necn.com/,necn.com
New Castle News,center-left,leftcenter10.png,USA,https://www.ncnewsonline.com/,ncnewsonline.com
New Europe,center-left,leftcenter05.png,Belgium,https://www.neweurope.eu/,neweurope.eu
New Left Review,center-left,left10.png,United Kingdom,https://newleftreview.org/,newleftreview.org
New Matilda,center-left,left10.png,Australia,https://newmatilda.com/,newmatilda.com
New Moderate,center-left,leftcenter11.png,USA,https://newmoderate.com/,newmoderate.com
News1130 & City News,center-left,leftcenter06.png,Canada,https://www.citynews1130.com/,citynews1130.com
NewsCenterMaine.com,center-left,leftcenter09.png,USA,https://www.newscentermaine.com/,newscentermaine.com
New York Daily News,center-left,leftcenter04.png,USA,https://www.nydailynews.com/,nydailynews.com
New York Times,center-left,leftcenter06.png,USA,https://www.nytimes.com/,nytimes.com
News and Guts,center-left,leftcenter05.png,USA,https://www.newsandguts.com/,newsandguts.com
News Deeply,center-left,leftcenter02.png,NA,https://www.newsdeeply.com,newsdeeply.com
Newsday,center-left,leftcenter04.png,USA,https://www.newsday.com/,newsday.com
Newser,center-left,leftcenter09.png,NA,http://www.newser.com,newser.com
Newsweek,center-left,leftcenter07.png,USA,https://www.newsweek.com/,newsweek.com
Newsy,center-left,leftcenter10.png,USA,https://www.newsy.com/,newsy.com
NHK WorldJapan,center-left,leftcenter09.png,Japan,https://www3.nhk.or.jp/nhkworld/,www3.nhk.or.jp
Novinky.cz (Pravo),center-left,leftcenter09.png,Czech Republic,https://www.novinky.cz/,novinky.cz
NPR (National Public Radio),center-left,leftcenter09.png,USA,https://www.npr.org/sections/news/,npr.org
Occupy Independents,center-left,leftcenter06.png,USA,https://occupyindependents.com/,occupyindependents.com
OC Weekly,center-left,leftcenter06.png,NA,http://www.ocweekly.com/,ocweekly.com
Oil and Water Don’t Mix,center-left,leftcenter10.png,NA,NA,NA
OneIndia,center-left,leftcenter06.png,NA,https://www.oneindia.com/,oneindia.com
openDemocracy,center-left,leftcenter03.png,United Kingdom,https://www.opendemocracy.net/,opendemocracy.net
Opposing Views,center-left,leftcenter02.png,USA,https://www.opposingviews.com/,opposingviews.com
Orlando Sentinel,center-left,leftcenter09.png,USA,https://www.orlandosentinel.com,orlandosentinel.com
Our World In Data,center-left,leftcenter10.png,United Kingdom,https://ourworldindata.org,ourworldindata.org
Outside The Beltway,center-left,leftcenter07.png,NA,http://www.outsidethebeltway.com/,outsidethebeltway.com
Ozy Media,center-left,leftcenter05.png,USA,https://www.ozy.com/,ozy.com
Pacific Standard Magazine,center-left,leftcenter08.png,USA,https://psmag.com/,psmag.com
Palm Beach Daily News,center-left,leftcenter08.png,USA,https://www.palmbeachdailynews.com/,palmbeachdailynews.com
Patriotic Millionaires,center-left,leftcenter06.png,NA,https://patrioticmillionaires.org,patrioticmillionaires.org
PBS NewsHour,center-left,leftcenter10.png,USA,https://www.pbs.org/newshour/,pbs.org
Philadelphia Inquirer,center-left,leftcenter07.png,USA,https://www.inquirer.com/,inquirer.com
Philadelphia Tribune,center-left,leftcenter07.png,USA,NA,NA
Philippine Daily Inquirer,center-left,leftcenter10.png,Philippines,https://www.inquirer.net/,inquirer.net
Philly Voice,center-left,leftcenter03.png,USA,NA,NA
Phoenix New Times,center-left,leftcenter02.png,USA,http://www.phoenixnewtimes.com/,phoenixnewtimes.com
Political Critique,center-left,leftcenter06.png,Poland,http://politicalcritique.org/,politicalcritique.org
Politico,center-left,leftcenter09.png,USA,https://www.politico.com,politico.com
Politics That Work,center-left,leftcenter03.png,USA,NA,NA
Polygon,center-left,leftcenter10.png,USA,https://www.polygon.com/,polygon.com
Population Connection,center-left,leftcenter03.png,NA,http://www.populationconnection.org,populationconnection.org
Portland PressHerald,center-left,leftcenter05.png,USA,https://www.pressherald.com/,pressherald.com
Portland Tribune,center-left,leftcenter01.png,USA,https://pamplinmedia.com,pamplinmedia.com
Positive News,center-left,leftcenter06.png,NA,https://www.positive.news,positive.news
Public Radio International (PRI),center-left,leftcenter05.png,USA,https://www.pri.org/,pri.org
Private Eye,center-left,leftcenter02.png,United Kingdom,https://www.private-eye.co.uk/,private-eye.co.uk
Project on Government Oversight,center-left,leftcenter07.png,USA,https://www.pogo.org/,pogo.org
Project Syndicate,center-left,leftcenter06.png,Czech Republic,https://www.project-syndicate.org/,project-syndicate.org
Propublica,center-left,leftcenter07.png,USA,https://www.propublica.org/,propublica.org
Prospect Magazine,center-left,leftcenter03.png,United Kingdom,https://www.prospectmagazine.co.uk/,prospectmagazine.co.uk
The Providence Journal,center-left,leftcenter07.png,USA,https://www.providencejournal.com/,providencejournal.com
Public Citizen,center-left,leftcenter05.png,USA,https://www.citizen.org/,citizen.org
Quartz,center-left,leftcenter07.png,USA,https://qz.com/,qz.com
Radio Free Asia,center-left,leftcenter07.png,USA,https://www.rfa.org/,rfa.org
Raleigh News and Observer,center-left,leftcenter07.png,USA,https://www.newsobserver.com/,newsobserver.com
RationalWiki,center-left,leftcenter04.png,USA,https://rationalwiki.org/wiki/Main_Page,rationalwiki.org
Religion News Service (RNS),center-left,leftcenter07.png,NA,http://religionnews.com,religionnews.com
Reno Gazette Journal,center-left,leftcenter10.png,USA,https://www.rgj.com,rgj.com
Represent.Us,center-left,leftcenter04.png,USA,https://represent.us/,represent.us
Reveal – Center for Investigative Reporting,center-left,leftcenter05.png,USA,https://www.revealnews.org/,revealnews.org
Militarist Monitor,center-left,leftcenter05.png,NA,https://militarist-monitor.org/,militarist-monitor.org
RocketNews,center-left,leftcenter07.png,USA,https://www.rocketnews.com/,rocketnews.com
Rock Hill Herald,center-left,leftcenter06.png,USA,https://www.heraldonline.com/,heraldonline.com
Roosevelt Institute,center-left,leftcenter01.png,USA,https://rooseveltinstitute.org/,rooseveltinstitute.org
Sacramento Bee,center-left,leftcenter07.png,USA,https://www.sacbee.com,sacbee.com
Salt Lake Tribune,center-left,leftcenter09.png,USA,https://www.sltrib.com/,sltrib.com
San Antonio ExpressNews,center-left,leftcenter09.png,USA,https://www.expressnews.com/,expressnews.com
San Diego Reader,center-left,leftcenter04.png,USA,https://www.sandiegoreader.com,sandiegoreader.com
San Francisco Chronicle,center-left,leftcenter04.png,USA,https://www.sfchronicle.com/,sfchronicle.com
San Francisco Examiner,center-left,leftcenter05.png,USA,http://www.sfexaminer.com,sfexaminer.com
San Francisco Globe,center-left,leftcenter07.png,NA,https://sfglobe.com/,sfglobe.com
San Jose Mercury News,center-left,leftcenter06.png,USA,https://www.mercurynews.com/,mercurynews.com
San Luis Obispo Tribune,center-left,leftcenter08.png,USA,https://www.sanluisobispo.com/,sanluisobispo.com
Santa Barbara Independent,center-left,leftcenter06.png,NA,http://www.independent.com/,independent.com
Sapiens,center-left,leftcenter07.png,USA,https://www.sapiens.org,sapiens.org
Saudi Gazette,center-left,leftcenter10.png,Saudi Arabia,NA,NA
Sciencing,center-left,leftcenter10.png,USA,https://sciencing.com/,sciencing.com
ScoopWhoop,center-left,leftcenter01.png,India,https://www.scoopwhoop.com,scoopwhoop.com
Scroll.in,center-left,leftcenter08.png,India,https://scroll.in/,scroll.in
Seattle PostIntelligencer,center-left,leftcenter05.png,USA,https://www.seattlepi.com/,seattlepi.com
Seattle Times,center-left,leftcenter05.png,USA,http://www.seattletimes.com/,seattletimes.com
Sentencing Project,center-left,leftcenter03.png,NA,https://www.sentencingproject.org/,sentencingproject.org
SFGate,center-left,leftcenter04.png,NA,http://www.sfgate.com/,sfgate.com
Shame Project,center-left,leftcenter06.png,NA,http://shameproject.com/,shameproject.com
Sojourners (Soho),center-left,leftcenter06.png,NA,https://sojo.net/,sojo.net
SooToday.com,center-left,leftcenter05.png,Canada,https://www.sootoday.com/,sootoday.com
South China Morning Post,center-left,leftcenter08.png,Hong Kong,https://www.scmp.com,scmp.com
Special Broadcasting Service (SBS),center-left,leftcenter05.png,Australia,https://www.sbs.com.au/,sbs.com.au
Spiegel Online (Der Spiegel),center-left,leftcenter07.png,Germany,https://www.spiegel.de/,spiegel.de
Spin (Magazine),center-left,leftcenter10.png,USA,https://www.spin.com/,spin.com
Springfield NewsLeader,center-left,leftcenter11.png,USA,https://www.news-leader.com/,news-leader.com
St. Louis PostDispatch,center-left,leftcenter06.png,USA,https://www.stltoday.com/,stltoday.com
St. Paul Pioneer Press,center-left,leftcenter10.png,NA,http://www.twincities.com/,twincities.com
Stamford Advocate,center-left,leftcenter09.png,USA,https://www.stamfordadvocate.com/,stamfordadvocate.com
StarLedger,center-left,leftcenter04.png,USA,https://www.nj.com/starledger/,nj.com
Stat (News),center-left,leftcenter06.png,USA,https://www.statnews.com/,statnews.com
StepFeed,center-left,leftcenter02.png,NA,https://stepfeed.com,stepfeed.com
StopFake,center-left,leftcenter06.png,Ukraine,https://www.stopfake.org/,stopfake.org
Stuff,center-left,leftcenter09.png,New Zealand,https://www.stuff.co.nz/,stuff.co.nz
Sunlight Foundation,center-left,leftcenter08.png,USA,https://sunlightfoundation.com/,sunlightfoundation.com
SWI – Swissinfo.ch,center-left,leftcenter10.png,Switzerland,https://www.swissinfo.ch/,swissinfo.ch
Syrian Observatory for Human Rights (SOHR),center-left,leftcenter04.png,NA,http://www.syriahr.com/en/,syriahr.com
Tablet Magazine,center-left,leftcenter04.png,USA,https://www.tabletmag.com/,tabletmag.com
Taiwan News,center-left,leftcenter03.png,Taiwan,https://www.taiwannews.com.tw/,taiwannews.com.tw
Tampa Bay Times,center-left,leftcenter05.png,USA,https://www.tampabay.com,tampabay.com
Tarbell,center-left,leftcenter04.png,USA,https://tarbell.org,tarbell.org
Tax Justice Network,center-left,leftcenter07.png,NA,https://www.taxjustice.net/,taxjustice.net
Tax Policy Center,center-left,leftcenter10.png,NA,http://www.taxpolicycenter.org,taxpolicycenter.org
TechCrunch,center-left,leftcenter04.png,NA,https://techcrunch.com,techcrunch.com
Techdirt,center-left,leftcenter04.png,USA,https://www.techdirt.com,techdirt.com
Texas Monthly,center-left,leftcenter06.png,NA,https://www.texasmonthly.com,texasmonthly.com
Texas Tribune,center-left,leftcenter06.png,USA,https://www.texastribune.org/,texastribune.org
The Age (Australia),center-left,leftcenter02.png,Australia,http://www.theage.com.au/,theage.com.au
The Asahi Shimbun,center-left,leftcenter05.png,Japan,http://www.asahi.com/ajw,asahi.com
The Asbury Park Press,center-left,leftcenter06.png,USA,https://www.app.com,app.com
The Automatic Earth,center-left,leftcenter09.png,NA,https://www.theautomaticearth.com/,theautomaticearth.com
The Baffler,center-left,leftcenter05.png,NA,https://thebaffler.com/,thebaffler.com
The Bipartisan Press,center-left,leftcenter05.png,USA,https://www.thebipartisanpress.com,thebipartisanpress.com
The Brownsville Herald,center-left,leftcenter05.png,USA,https://www.brownsvilleherald.com,brownsvilleherald.com
The Budapest Beacon,center-left,leftcenter03.png,NA,https://budapestbeacon.com/,budapestbeacon.com
The Center for Economic and Policy Research,center-left,leftcenter04.png,USA,http://cepr.net,cepr.net
The Century Foundation,center-left,leftcenter02.png,USA,https://tcf.org/,tcf.org
The China Post,center-left,leftcenter01.png,Taiwan,https://chinapost.nownews.com/,chinapost.nownews.com
The Christian Left,center-left,leftcenter03.png,USA,http://www.thechristianleft.org/,thechristianleft.org
The Chronicle of Higher Education,center-left,leftcenter06.png,USA,https://www.chronicle.com/,chronicle.com
The Citizen,center-left,leftcenter07.png,NA,https://www.thecitizen.org.au,thecitizen.org.au
The City,center-left,leftcenter08.png,USA,https://thecity.nyc/,thecity.nyc
The Coloradoan,center-left,leftcenter10.png,USA,https://www.coloradoan.com/,coloradoan.com
The Colorado Sun,center-left,leftcenter08.png,USA,https://coloradosun.com/,coloradosun.com
The Council of Canadians,center-left,leftcenter05.png,NA,https://canadians.org,canadians.org
Louisville CourierJournal,center-left,leftcenter06.png,USA,https://www.courier-journal.com/,courier-journal.com
The Daily Climate,center-left,leftcenter06.png,USA,http://www.dailyclimate.org/,dailyclimate.org
Daily Hive,center-left,leftcenter09.png,NA,https://dailyhive.com/,dailyhive.com
The Daily Tarheel,center-left,leftcenter06.png,NA,http://www.dailytarheel.com/,dailytarheel.com
The Dominion Post,center-left,leftcenter09.png,USA,https://www.dominionpost.com/,dominionpost.com
The European Council on Foreign Relations (ECFR),center-left,leftcenter04.png,NA,http://www.ecfr.eu/,ecfr.eu
The ExpressTimes (Lehigh Valley),center-left,leftcenter10.png,USA,https://www.lehighvalleylive.com,lehighvalleylive.com
The Forward,center-left,leftcenter06.png,USA,https://forward.com/,forward.com
The Frontier,center-left,leftcenter05.png,USA,https://www.readfrontier.org,readfrontier.org
The Fulcrum,center-left,leftcenter01.png,USA,https://thefulcrum.us/,thefulcrum.us
The Herald – Scotland,center-left,leftcenter01.png,United Kingdom,https://www.heraldscotland.com/,heraldscotland.com
The Guardian,center-left,leftcenter04.png,United Kingdom,https://www.theguardian.com,theguardian.com
The Herald (Everett),center-left,leftcenter10.png,USA,http://www.heraldnet.com/,heraldnet.com
The Hill Talk,center-left,leftcenter09.png,USA,http://thehilltalk.com,thehilltalk.com
The Hindu,center-left,leftcenter04.png,India,https://www.thehindu.com/,thehindu.com
The Humanist Magazine,center-left,leftcenter06.png,USA,https://thehumanist.com/,thehumanist.com
The Independent UK,center-left,leftcenter04.png,United Kingdom,https://www.independent.co.uk/us,independent.co.uk
The Indian Express,center-left,leftcenter09.png,India,https://indianexpress.com/,indianexpress.com
The Intercept,center-left,left6.png,USA,https://theintercept.com/,theintercept.com
The Irish Times,center-left,leftcenter08.png,Ireland,http://www.irishtimes.com/,irishtimes.com
The Irrawaddy,center-left,leftcenter05.png,Thailand,https://www.irrawaddy.com/,irrawaddy.com
The Jakarta Post,center-left,leftcenter09.png,Indonesia,https://www.thejakartapost.com/,thejakartapost.com
TheJournal.ie,center-left,leftcenter04.png,Ireland,https://www.thejournal.ie/,thejournal.ie
The Journal News,center-left,leftcenter07.png,USA,https://www.lohud.com/,lohud.com
The Korea Times,center-left,leftcenter05.png,NA,http://www.koreatimes.co.kr,koreatimes.co.kr
The Lincoln Project,center-left,leftcenter09.png,USA,https://lincolnproject.us/,lincolnproject.us
The List,center-left,leftcenter09.png,USA,https://www.thelist.com/,thelist.com
The Local (Norway),center-left,leftcenter09.png,Norway,https://www.thelocal.no/,thelocal.no
The Maui News,center-left,leftcenter08.png,USA,https://www.mauinews.com/,mauinews.com
The Moderate Voice,center-left,leftcenter05.png,USA,http://themoderatevoice.com/,themoderatevoice.com
The Motley Fool,center-left,leftcenter09.png,USA,https://www.fool.com/,fool.com
The New Arab,center-left,leftcenter04.png,NA,https://www.alaraby.co.uk/english,alaraby.co.uk
The New Tropic,center-left,leftcenter04.png,NA,https://thenewtropic.com,thenewtropic.com
The News Tribune,center-left,leftcenter07.png,USA,https://www.thenewstribune.com/,thenewstribune.com
The NewsTimes (Danbury),center-left,leftcenter08.png,USA,https://www.newstimes.com/,newstimes.com
The Next Web,center-left,leftcenter09.png,NA,https://thenextweb.com,thenextweb.com
The Observer (UK),center-left,leftcenter05.png,United Kingdom,https://www.theguardian.com/observer,theguardian.com
The Odyssey Online,center-left,leftcenter02.png,USA,https://www.theodysseyonline.com,theodysseyonline.com
The Olympian,center-left,leftcenter07.png,NA,http://www.theolympian.com,theolympian.com
The Palm Beach Post,center-left,leftcenter05.png,USA,https://www.palmbeachpost.com,palmbeachpost.com
The PatriotNews,center-left,leftcenter11.png,NA,http://www.pennlive.com/,pennlive.com
The Plain Dealer,center-left,leftcenter06.png,USA,http://www.cleveland.com/plaindealer/,cleveland.com
The Press Democrat,center-left,leftcenter09.png,NA,http://www.pressdemocrat.com,pressdemocrat.com
The Pulse,center-left,leftcenter03.png,NA,http://pulsegulfcoast.com/,pulsegulfcoast.com
The Record (New Jersey),center-left,leftcenter08.png,USA,https://www.northjersey.com/,northjersey.com
The Ringer,center-left,leftcenter06.png,USA,https://www.theringer.com,theringer.com
The Santa Fe New Mexican,center-left,leftcenter10.png,NA,http://www.santafenewmexican.com,santafenewmexican.com
The Saturday Paper,center-left,leftcenter04.png,NA,https://www.thesaturdaypaper.com.au/,thesaturdaypaper.com.au
The Skimm,center-left,leftcenter09.png,USA,http://www.theskimm.com/,theskimm.com
The State,center-left,leftcenter06.png,NA,NA,NA
The State Press (Arizona),center-left,leftcenter05.png,USA,https://www.statepress.com,statepress.com
The Sun Magazine,center-left,leftcenter03.png,USA,http://thesunmagazine.org/,thesunmagazine.org
The Sydney Morning Herald,center-left,leftcenter10.png,Australia,https://www.smh.com.au,smh.com.au
The Tab,center-left,leftcenter06.png,NA,https://thetab.com/,thetab.com
The Trace,center-left,leftcenter07.png,NA,https://www.thetrace.org,thetrace.org
The Tyee,center-left,leftcenter03.png,Canada,https://thetyee.ca/,thetyee.ca
The Varsity,center-left,leftcenter09.png,NA,https://thevarsity.ca/,thevarsity.ca
The Verge,center-left,leftcenter09.png,USA,https://www.theverge.com/,theverge.com
The VirginianPilot,center-left,leftcenter11.png,NA,http://pilotonline.com/,pilotonline.com
The Week UK,center-left,leftcenter07.png,United Kingdom,https://www.theweek.co.uk,theweek.co.uk
The Wilderness Society,center-left,leftcenter07.png,NA,http://wilderness.org/,wilderness.org
The Wire – India,center-left,leftcenter10.png,India,https://thewire.in/,thewire.in
TheWrap,center-left,leftcenter02.png,USA,https://www.thewrap.com,thewrap.com
Thomson Reuters Foundation,center-left,leftcenter05.png,United Kingdom,https://news.trust.org/,news.trust.org
Thrillist,center-left,leftcenter04.png,USA,https://www.thrillist.com,thrillist.com
Time Magazine,center-left,leftcenter01.png,USA,https://time.com/,time.com
Timeline,center-left,leftcenter11.png,NA,https://timeline.com,timeline.com
Times Colonist,center-left,leftcenter05.png,Canada,https://www.timescolonist.com/,timescolonist.com
Times Headline,center-left,leftcenter07.png,NA,http://www.timesheadline.com,timesheadline.com
Times of Israel,center-left,leftcenter10.png,Israel,http://www.timesofisrael.com/,timesofisrael.com
The TimesPicayune,center-left,leftcenter10.png,USA,https://www.nola.com/,nola.com
TMZ,center-left,leftcenter04.png,USA,https://www.tmz.com/,tmz.com
Today.com,center-left,leftcenter06.png,USA,https://www.today.com/,today.com
TomDispatch.com,center-left,leftcenter05.png,USA,https://www.tomdispatch.com/,tomdispatch.com
Toronto Star,center-left,leftcenter02.png,NA,https://www.thestar.com/,thestar.com
Type Media Center,center-left,leftcenter05.png,USA,https://typemediacenter.org/,typemediacenter.org
UAWire,center-left,leftcenter05.png,Ukraine,https://uawire.org/,uawire.org
Union of Concerned Scientists,center-left,leftcenter04.png,USA,https://www.ucsusa.org,ucsusa.org
United Federation of Teachers (UFT),center-left,leftcenter05.png,USA,https://www.uft.org/,uft.org
University Business,center-left,leftcenter10.png,NA,https://www.universitybusiness.com/,universitybusiness.com
Ukrayinska Pravda (The Ukrainian Truth ),center-left,leftcenter04.png,Ukraine,https://www.pravda.com.ua/,pravda.com.ua
Urban Institute,center-left,leftcenter05.png,USA,https://www.urban.org/,urban.org
USA Today,center-left,leftcenter09.png,USA,https://www.usatoday.com,usatoday.com
US News World Report,center-left,leftcenter09.png,USA,https://www.usnews.com/,usnews.com
